frame,side,class_name,confidence,detector,x,y,z,map_px,map_py,bbox_x1,bbox_y1,bbox_x2,bbox_y2,view_width,view_height,annotated_image,position_source,track_id
11.29-panoramic702.0.jpg,right,green_mature,0.7715448649803056,yolo_two_stage_brightness_ensemble,2.525851026883633,18.550000000000004,1.7848893622212145,50.51702053767266,60.99999999999994,650.7640991210938,293.8784484863281,693.3231811523438,350.6817321777344,1440,1440,annotated/11.29-panoramic702.0_right_det.jpg,assumed_row_plane,T000001
11.29-panoramic702.0.jpg,right,green_mature,0.7947797186179287,yolo_two_stage_brightness_ensemble,2.7360918990102725,18.550000000000004,1.7833836092229844,54.72183798020545,60.99999999999994,517.6832275390625,296.0725402832031,563.3287353515625,350.3717956542969,1440,1440,annotated/11.29-panoramic702.0_right_det.jpg,assumed_row_plane,T000002
11.29-panoramic702.0.jpg,right,discoloration,0.5106033107347445,yolo_two_stage_brightness_ensemble,2.558145599683347,18.550000000000004,1.661975383957365,51.16291199366694,60.99999999999994,630.440673828125,373.65447998046875,673.2362670898438,424.70849609375,1440,1440,annotated/11.29-panoramic702.0_right_det.jpg,assumed_row_plane,T000003
11.29-panoramic702.0.jpg,right,green_mature,0.45601601817540555,yolo_two_stage_brightness_ensemble,2.3552668207631173,18.550000000000004,1.0432198212327355,47.10533641526234,60.99999999999994,755.9173583984375,762.4081420898438,801.6226806640625,810.2063598632812,1440,1440,annotated/11.29-panoramic702.0_right_det.jpg,assumed_row_plane,T000004
11.29-panoramic702.0.jpg,right,immature,0.45254337563019276,yolo_two_stage_brightness_ensemble,2.5668945270085026,18.550000000000004,1.8247226749550058,51.33789054017005,60.99999999999994,624.75048828125,268.87176513671875,667.9788818359375,325.8448181152344,1440,1440,annotated/11.29-panoramic702.0_right_det.jpg,assumed_row_plane,T000005
11.29-panoramic703.0.jpg,left,green_mature,0.7531763794086125,yolo_two_stage_brightness_ensemble,5.120789790114844,20.85,1.7167947680358673,102.41579580229687,15.0,804.344482421875,343.7207336425781,837.93798828125,386.0465087890625,1440,1440,annotated/11.29-panoramic703.0_left_det.jpg,assumed_row_plane,T000006
11.29-panoramic703.0.jpg,left,immature,0.6659466448162338,yolo_two_stage_brightness_ensemble,5.1860810838972835,20.85,1.7622824344807317,103.72162167794566,15.0,843.8847045898438,313.7960205078125,880.0970458984375,359.05230712890625,1440,1440,annotated/11.29-panoramic703.0_left_det.jpg,assumed_row_plane,T000007
11.29-panoramic703.0.jpg,left,immature,0.6325751438118647,yolo_two_stage_brightness_ensemble,5.090285439101364,20.85,1.6725367023184365,101.80570878202727,15.0,786.0631713867188,373.0569763183594,818.049072265625,412.090576171875,1440,1440,annotated/11.29-panoramic703.0_left_det.jpg,assumed_row_plane,T000008
11.29-panoramic703.0.jpg,left,discoloration,0.41020003230254276,yolo_two_stage_brightness_ensemble,3.865276783877346,20.85,1.570860401866666,77.30553567754691,15.0,2.927560329437256,421.0604248046875,68.3260269165039,491.31512451171875,1440,1440,annotated/11.29-panoramic703.0_left_det.jpg,assumed_row_plane,T000009
11.29-panoramic703.0.jpg,right,green_mature,0.45631222487447565,yolo_two_stage_brightness_ensemble,4.328241308944381,18.550000000000004,1.27998316422198,86.56482617888763,60.99999999999994,1096.5562744140625,614.9125366210938,1130.880615234375,661.43896484375,1440,1440,annotated/11.29-panoramic703.0_right_det.jpg,assumed_row_plane,T000010
11.29-panoramic703.0.jpg,right,immature,0.6500693871772264,yolo_two_stage_brightness_ensemble,4.379114981185847,18.550000000000004,1.2821308255278459,87.58229962371693,60.99999999999994,1061.8953857421875,608.7335205078125,1101.883056640625,664.9306030273438,1440,1440,annotated/11.29-panoramic703.0_right_det.jpg,assumed_row_plane,T000011
